,name,price,reserve_met,end_date,Distillery,Age,Vintage,Region,Bottler,Cask Type,Bottled Strength,Bottle Size,Distillery Status,details
6179315,Ardbeg 1972 Douglas Laing 28 Year Old Cask Strength,2445,,2023-10-04,Ardbeg,28 Year Old,1972,Islay,Douglas Laing,N/A,50.1%,70cl,Operational,"Ardbeg 1972 Douglas Laing 28 Year Old Cask StrengthYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997. The lack of demand in the period prior to this, thankfully, saw a lot of casks sold to independent bottlers, many of which have gone on to become legendary releases.A very rare bottling of Ardbeg, distilled in November 1972 and bottled by Douglas Laing in 2000.The Old Malt Cask series is one of the most established independent labels on the market. It was launched by Douglas Laing in 1998 and bottled by them until 2013 when the brand became part of the Hunter Laing portfolio instead.One of 234bottles."
6179123,Laphroaig Cairdeas Amontillado / Feis Ile 2014,151,,2023-10-04,Laphroaig,N/A,N/A,Islay,Official,Ex-Bourbon & Amontillado,51.4%,70cl,Operational,"Laphroaig Cairdeas/ Feis Ile 2014Laphroaig is the largest of the three heavyweight Islay distilleries in Kildalton, out-stripping the production capacity of neighbours, Ardbeg and Lagavulin, by over 1 million litres per annum. Despite its traditional appearance, Laphroaig was always a forward-thinking distillery. It was bottled as a single malt as early as the 1920s, an unfashionable option at the time, especially for a peated whisky. They were also shrewd in capitalising on post-Prohibition America to add trademark sweetness to their spirit through the use of imported ex-bourbon casks, and hired Scotland’s first ever female distillery manager, Bessie Williamson, in 1954. Laphroaig is one of only a handful of distilleries in Scotland to still use in-house maltings, providing them with 20% of their annual requirements, and contributing to the distillery’s unique flavour profile.Cairdeas, pronounced [car-chuss] means ""friendship"" in Gaelic. These are released annually as distillery exclusives and for the Friends of Laphroaig group. Some early releases were labelled as Feis Ile exclusives and although this is no longer expressly stated,due to the time of year in which they become available, they are still considered as spiritual Feis Ile releases.The Cairdeas for 2014 was a Laphroaig that hadbeen double matured in first fillex-bourbon casks and Amontillado hogsheads."
6179154,Bowmore 17 Year Old,65,,2023-10-04,Bowmore,17 Year Old,N/A,Islay,Official,N/A,43%,70cl,Operational,"Bowmore 17 Year OldIslay’s oldest working distillery, Bowmore was established in 1779 and is now regarded as one of the most popular malts not only on Islay, but in the whole of Scotland. The distillery was acquired by Stanley P. Morrison in 1963, ushering in an era of iconic single malts, including the legendary Black Bowmore, credited by many as the genesis of whisky collecting, bottled in 1995. The distillery was bought under the control Suntory the year prior (they had been stakeholders since 1989), and it remains one of the most collectible brands in Scotch whisky today. Bowmore is one of the few remaining Scottish distilleries to use its own floor maltings, providing them with 40% of their requirements.Regarded by some as the best of the core Bowmore range, the 17 year old hada huge following. It was removed from the core range to become this travel retail exclusive in 2007, before being discontinued completely in 2014. It is now increasingly sought after."
6179176,Laphroaig 10 Year Old Cask Strength Batch #007,163,,2023-10-04,Laphroaig,10 Year Old,,Islay,Official,,56.3%,70cl,Operational,"Laphroaig 10 Year Old Cask Strength Batch #007Laphroaig is the largest of the three heavyweight Islay distilleries in Kildalton, out-stripping the production capacity of neighbours, Ardbeg and Lagavulin, by over 1 million litres per annum. Despite its traditional appearance, Laphroaig was always a forward-thinking distillery. It was bottled as a single malt as early as the 1920s, an unfashionable option at the time, especially for a peated whisky. They were also shrewd in capitalising on post-Prohibition America to add trademark sweetness to their spirit through the use of imported ex-bourbon casks, and hired Scotland’s first ever female distillery manager, Bessie Williamson, in 1954. Laphroaig is one of only a handful of distilleries in Scotland to still use in-house maltings, providing them with 20% of their annual requirements, and contributing to the distillery’s unique flavour profile.The 10 year old is one of the all time classics of the whisky world, famed the world over for its uniquely Laphroaig flavour. The cask strength equivalents were first bottled in 1995, and have been incredibly sought after ever since.Batch #7 was bottled in January 2015, the distillery's200th anniversary year."
6179367,Ardbeg 1974 Douglas Laing 26 Year Old,1200,,2023-10-04,Ardbeg,26 Year Old,1974,Islay,Douglas Laing,,50%,70cl,Operational,"Ardbeg 1974Douglas Laing 26Year OldYou would not think it to see it now, but Ardbeg had a difficult time of it for much of the 20th century. The distillery was bought in a joint venture between Hiram Walker and DCL in 1959, both intending to supply their blends. The subsequent years were very successful, but DCL backed out in 1979 (closing many of their other distilleries a few years later), and Hiram Walker then struggled in the 1980s era oversupply when interest is blended Scotch was waning. They closed it down for the majority of the decade. It re-opened briefly in the 1990s before being revived for good by Glenmorangie plc in 1997. The lack of demand in the period prior to this, thankfully, saw a lot of casks sold to independent bottlers, many of which have gone on to become legendary releases.This whisky was distilled in September 1974 and aged in a single cask or 26 years. It was bottled in February 2001.Douglas Laing & Co was established in 1948 by Fred Douglas Laing, affectionately known as “FDL.” The company started out as a blending business, but over time their focus shifted towards independently bottlings single malts. Fred died in 1982, leaving the business to his two sons, Stewart and Fred Jr, who eventually carved it up in 2013, with Stewart leaving to establish Hunter Laing. Fred Jr and his daughter Cara now run Douglas Laing, which continues to bottle single malt and has also revived its blending business. Additionally, the company has recently moved into distilling as well, announcing plans to construct the new Clutha distillery in Glasgow, and taking over Strathearn in Perthshire in 2019.The Old Malt Cask series is one of the most established independent labels on the market. It was launched by Douglas Laing in 1998 and bottled by them until 2013 when the brand became part of the Hunter Laing portfolio instead.One of 252 bottles."
6179286,Laphroaig Cairdeas Madeira Cask / Feis Ile 2016,132,,2023-10-04,Laphroaig,N/A,N/A,Islay,Official,Ex-Bourbon and Madeira,51.6%,70cl,Operational,"Laphroaig Cairdeas Madeira Cask / Feis Ile 2016Laphroaig is the largest of the three heavyweight Islay distilleries in Kildalton, out-stripping the production capacity of neighbours, Ardbeg and Lagavulin, by over 1 million litres per annum. Despite its traditional appearance, Laphroaig was always a forward-thinking distillery. It was bottled as a single malt as early as the 1920s, an unfashionable option at the time, especially for a peated whisky. They were also shrewd in capitalising on post-Prohibition America to add trademark sweetness to their spirit through the use of imported ex-bourbon casks, and hired Scotland’s first ever female distillery manager, Bessie Williamson, in 1954. Laphroaig is one of only a handful of distilleries in Scotland to still use in-house maltings, providing them with 20% of their annual requirements, and contributing to the distillery’s unique flavour profile.Cairdeas, pronounced [car-chuss] means ""friendship"" in Gaelic. These are released annually as distillery exclusives and for the Friends of Laphroaig group. Some early releases were labelled as Feis Ile exclusives and although this is no longer expressly stated,due to the time of year in which they become available, they are still considered as spiritual Feis Ile releases.The Cairdeas for 2016 is a Laphroaig that has been double matured in ex-bourbon casks and then in Madeira-seasoned hogsheads."
6155583,Yamazaki 19 Year Old SMWS 119.10,3250,0.0,2023-10-04,Yamazaki,19 Year Old,n/a,Japan,SMWS,1st Fill Spanish sherry butt,62.6%,70cl,Operational,"Yamazaki 19 Year Old SMWS 119.10'I wish it could be Christmas every day'The Scotch Malt Whisky Society (SMWS) was founded in 1983 by a group of friends lead by tax accountant Phillip ‘Pip’ Hills as a private members club. The concept behind the society was to source casks from all over Scotland which would then be bottled and made available exclusively to its members. Perhaps the most famous feature of these bottles are the unique codes. Each distillery is represented by a different number and the following digits indicate that particular release. That same year, the SMWS set up its first location in Leith’s Vault buildings in Edinburgh where it still stands today.This whisky has been aged for 19 years in a 1st fill Spanish oak Sherry Butt.Suntory’s flagship distillery, Yamazaki was founded by Shinjiro Torii in 1923. The town of Yamazaki was chosen to be the site of Japan’s first commercial distillery due to its very ‘Scottish’ climate, and with it being an area where three rivers converge. In its early days, Yamazaki produced both malt and grain for Suntory's blends, but the opening of the Chita distillery in 1972 allowed the company to focus on its single malt brand. It is now one of the world's most desirable. The first spirit ran from the stills in 1924, on 11th November at 11:11am.One of 465 bottles."
6180004,Bruichladdich 15 Year Old Cask Strength 1980s / Moon Import,700,1.0,2023-10-04,Bruichladdich,15 Year Old,,Islay,Official,,53%,75cl,Operational,"Bruichladdich 15 Year Old Cask Strength 1980s / Moon ImportMoon Import was founded by Pepi Mongiardino in 1980 and he bottled his first whisky in 1982. Always beautifully labelled, Pepi is acclaimed for designing the packaging for Moon Import bottles himself, often using images found in old books. These iconic designs, coupled with the quality of the liquid saw Moon Import steadily grow in popularity. The company is still going strong, and their early releases are some of the brightest gems in any whisky collection.This was officially bottled for Mongiardino. He became the Bruichladdich distributor in the early 1980s, and imported their whisky for 5 years before selling the contract to Rinaldi.In addition to the standard range, Mongiardinobottled outside of the standard 10, 15 and 17 year old Bruichladdich, which are well worth looking our for."
6180014,Bruichladdich 10 Year Old 1980s / Moon Import,150,,2023-10-04,Bruichladdich,10 Year Old,,Islay,Official for Moon Import,,43%,75cl,Operational,"Bruichladdich 10 Year Old 1980s / Moon ImportMoon Import was founded by Pepi Mongiardino in 1980 and he bottled his first whisky in 1982. Always beautifully labelled, Pepi is acclaimed for designing the packaging for Moon Import bottles himself, often using images found in old books. These iconic designs, coupled with the quality of the liquid saw Moon Import steadily grow in popularity. The company is still going strong, and their early releases are some of the brightest gems in any whisky collection.This was officially bottled for Mongiardino. He became the Bruichladdich distributor in the early 1980s, and imported their whisky for 5 years before selling the contract to Rinaldi.Like its island neighbour Bunnahabhain distillery, Bruichladdich has traditionally been an un-peated single malt, mostly owing to its requirements by the blenders who owned it. The last of these was Whyte & Mackay, who eventually shut it down in 1995, deeming it surplus to requirements. They sold the distillery to Murray McDavid in 2001, who launched the peated Port Charlotte and heavily-peated Octomore single malts in 2006 and 2008. A recommissioned Lomond still also now produces the popular Botanist gin there."
7002159,Wee Mongrel 19 Year Old Blended Malt 50cl / Batch No.2,70,,2023-10-04,,19 Year Old,,Scotland,Little Brown Dog,PX and Oloroso,52.2%,50cl,Operational,Wee Mongrel 19 Year Old Blended Malt 50cl / Batch No.2A 19 year old blended malt whisky which has been bottled by Little Brown Dog spirits. This particular release is Batch No.2
7002158,Wee Mongrel 19 Year Old Blended Malt 50cl / Batch No.2,71,,2023-10-04,,19 Year Old,,Scotland,Little Brown Dog,PX and Oloroso,52.2%,50cl,Operational,Wee Mongrel 19 Year Old Blended Malt 50cl / Batch No.2A 19 year old blended malt whisky which has been bottled by Little Brown Dog spirits. This particular release is Batch No.2
7002123,Four Roses Barrel Strength Small Batch 2022 70cl,200,,2023-10-04,Four Roses,See Lot Description,,"Kentucky, USA",Official,,54.5%,70cl,Operational,"Four Roses Barrel Strength Small Batch 202270clThe 2022limited edition release of the barrel proof, small batch from Four Roses, bottled at a high strength of 54.5%.It is a blend of whiskey from 4 barrels, aged between 14 and 20 years old.The origins of the Four Roses brand are historically hazy, with some speculating that it has been sold since the 1860s. The brand name itself was trademarked in 1888 by the Paul Jones company. At the onset of Prohibition, Paul Jones purchased the Frankfort Distillery, reorganising their company as part of it in order to use its medicinal license to continue to bottle Four Roses bourbon. The Four Roses distillery we know today was built in Lawrenceburg in 1910 by JTS Brown & Sons. Known back then as the Old Prentice, it is one of the Kentucky distilleries on the National Register of Historic Buildings for its distinctive Spanish mission style architecture. It was re-opened in 1933 after the repeal of Prohibition, Seagram purchased the Frankfort Distillery in 1943, and the Old Prentice distillery three years later, moving the production on the Four Roses brand there, renaming the plant after it in the process. When Seagram was wound up in the early 2000s, the distillery and its brands were bought by Japanese firm, Kirin, who continue to produce Four Roses to great acclaim.One of 4,890bottles in the 70cl size."
7005485,Yamazaki 18 Year Old,500,0.0,2023-10-04,Yamazaki,18 Year Old,N/A,Japan,Official,N/A,43%,70cl,Operational,"Yamazaki 18 Year OldSuntory’s flagship distillery, Yamazaki was founded by Shinjiro Torii in 1923. The town of Yamazaki was chosen to be the site of Japan’s first commercial distillery due to its very ‘Scottish’ climate, and with it being an area where three rivers converge. In its early days, Yamazaki produced both malt and grain for Suntory's blends, but the opening of the Chita distillery in 1972 allowed the company to focus on its single malt brand. It is now one of the world's most desirable. The first spirit ran from the stills in 1924, on 11th November at 11:11am.The 18 year old was introduced to the core range in 1992. It is a vatting of 80% sherry butt matured whiskies, with the remainder from Japanese Mizunara and American oak."
7005491,Yamazaki 18 Year Old,500,0.0,2023-10-04,Yamazaki,18 Year Old,N/A,Japan,Official,N/A,43%,70cl,Operational,"Yamazaki 18 Year OldSuntory’s flagship distillery, Yamazaki was founded by Shinjiro Torii in 1923. The town of Yamazaki was chosen to be the site of Japan’s first commercial distillery due to its very ‘Scottish’ climate, and with it being an area where three rivers converge. In its early days, Yamazaki produced both malt and grain for Suntory's blends, but the opening of the Chita distillery in 1972 allowed the company to focus on its single malt brand. It is now one of the world's most desirable. The first spirit ran from the stills in 1924, on 11th November at 11:11am.The 18 year old was introduced to the core range in 1992. It is a vatting of 80% sherry butt matured whiskies, with the remainder from Japanese Mizunara and American oak."
7008824,Glenlossie 1966 Cadenhead's 48 Year Old,582,0.0,2023-10-04,Glenlossie,48 Year Old,1966,Speyside,Wm. Cadenhead,bourbon hogshead,43.5%,70cl,Operational,"Glenlossie 1966 Cadenhead's 48 Year OldWm. Cadenhead is Scotland’s oldest independent bottler, founded in 1842 by George Duncan. His brother William Cadenhead joined the company in 1952, taking over after George’s death in 1958. The company got into the whisky bottling business after 1904, when his nephew Robert Duthie took over, and since its sale to J&A Mitchell in 1972, Wm. Cadenhead has become on of the most sought after names in whisky. Its Authentic Collection is the flagship brand, but the portfolio of the company has expanded in recent years with labels like this.This whisky was distilled in 1966 and aged in a bourbon hogshead until 2014.Glenlossie became part of DCL (now Diageo) in 1919, who made it part of their Haig stable in the 1930s. The distillery has always been hugely important to the Diageo blends, and excepting the staff-only Manager's Dram, the Flora & Fauna is the only distillery bottling, and one of the few from the series still in production. Independent bottlings are more common, but are still decidedly rare."
5098472,Macallan 2008 Single Sherry Cask #21853 / Distil Your World London,9000,0.0,2023-10-04,Macallan,N/A,2008,Speyside,Offiial,European Oak Sherry Puncheon,62.9%,70cl,Operational,"Macallan 2008 Single Sherry Cask #21853 / Distil Your World LondonIt may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases thatthe distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.This limited-edition release has been produced by Macallan Whisky Maker Steven Bremner alongside the Roca brothers of the world-famous restaurant El Celler de Can Roca of Girona, Spain. The restaurant opened in 1986 and since then has twice been named best restaurant in the world by Restaurant magazine. Altho the Roca brothers have never felt the need to open more restaurants in different locations, they do occasionally take their cuisine on tour via temporary ""pop-ups"". Some of these locations have included the city of London to which this release is dedicated to.The whisky has been aged in a European Oak Sherry Puncheon and bottled at cask strength.One of 465 bottles."
5110472,Macallan 1978 Fine and Rare 39 Year Old #13810,19000,0.0,2023-10-04,Macallan,39 Year Old,1978,Speyside,Official,remade refill cask,59.2%,70cl,Operational,"Macallan 1978 Fine and Rare 39 Year Old #13810It may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills. The Fine and Rare Series of whiskies was launched in 2002, designed to represent the very best vintages and whisky that Macallan had to offer, dating back as far as 1926.This one was distilled in 1978and bottledin 2018, from remade, refill cask #13810.Unique Reference: 060LW9Signed and dated on 30th July 2020by M Bennett.One of only 245 produced."
5110474,Macallan 40 Year Old The Red Collection,18500,0.0,2023-10-04,Macallan,40 year old,N/A,Speyside,Official,sherry wood,48.1%,70cl,Operational,"Macallan 40 Year Old The Red CollectionIt may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills. This impressive 40 year old was launched in October 2020 as part ofThe Red Collection.The range also includes a50, 60, 71, 74 and 78 year old, some of the oldest whisky ever bottled by the distillery. The colourRedhas a myriad of significance for Macallan, from its founder's name, Alexander Reid, meaning ""the red one,"" to the the label aesthetic being an homage to the oldest vintages bottled from the distillery in the late 1970s andAllan Shiachmarking them with red ribbons in the1980s.The 40 year old was created by Whisky Maker, Kirsteen Campbell."
7008188,Yamazaki 18 Year Old,550,0.0,2023-10-04,Yamazaki,18 Year Old,N/A,Japan,Official,N/A,43%,70cl,Operational,"Yamazaki 18 Year OldSuntory’s flagship distillery, Yamazaki was founded by Shinjiro Torii in 1923. The town of Yamazaki was chosen to be the site of Japan’s first commercial distillery due to its very ‘Scottish’ climate, and with it being an area where three rivers converge. In its early days, Yamazaki produced both malt and grain for Suntory's blends, but the opening of the Chita distillery in 1972 allowed the company to focus on its single malt brand. It is now one of the world's most desirable. The first spirit ran from the stills in 1924, on 11th November at 11:11am.The 18 year old was introduced to the core range in 1992. It is a vatting of 80% sherry butt matured whiskies, with the remainder from Japanese Mizunara and American oak."
6176247,Chichibu Intergalactic Edition 6 x 70cl,12000,0.0,2023-10-04,Chichibu,N/A,See lot description,Japan,Official,see lot description,55.8% - 63.5%,6 x 70cl,Operational,"Chichibu Intergalactic Edition 6 x 70clThe Chichibu's Intergalactic Edition series has previously featured a Robot theme (#1 and #2), a Anime theme (#3 and #4), and nowthe 2021 releases presentsa Spaceman theme with artwork by graphic designer Mr Kalopsia.Chichibu distillery in Saitama, Japan was opened in 2008, and was the country’s first new distillery since Suntory opened Hakushu back in 1973. Chichibu was the brainchild of Ichiro Akuto, grandson of the founder of the legendary Hanyu distillery. The Ichiro’s Malt brand appeared in 2005 and rose to fame through the bottling of the last casks from Hanyu, particularly the sought after ‘Card’ series. The first Chichibu releases appeared under it in 2011.Chichibu 2012 Single ex-Peated Bourbon Cask #2112 / Intergalactic Edition 1 -Thiswas distilled in 2012. One of 182 bottles.Chichibu 2011 Single Belgian Stout Cask #4549 / Intergalactic Edition 2 -Thiswas distilled in 2011. One of 238 bottles.Chichibu 2012 Single Bourbon Cask #2012 / Intergalactic Edition 3 -Thiswas distilled in 2012. One of 164 bottles.Chichibu 2012 Single Bourbon Cask #2334 / Intergalactic Edition 4 - Thiswas distilled in 2012. One of 215 bottles.Chichibu 2015Single Bourbon Cask #4316 62.3% 70cl/ Intergalactic Edition 5 - This whisky was distilled in 2015. One of 210 bottles.Chichibu 2015 Single Bourbon Cask #5486 63.6% 70cl /Intergalactic Edition 6 -This whisky was distilled in 2015. One of 203bottles.This lot will include a six bottle shipping fee."
6178563,Classic Islay Collection 5 x 20cl / including Port Ellen 6th Release,450,,2023-10-04,See Lot Description,See Lot Description,,Islay,Official,,See Lot Description,5 x 20cl,Operational,Classic Islay Collection 5 x 20cl / including Port Ellen 6th ReleasePort Ellen 1978 6th Release 27 Year Old 54.3% Vol.Caol Ila 12 Year Old 43% VolCaol Ila 18 Year Old 43% VolLagavulin 12 Year Old 2006 Release 57.1% Vol.Lagavulin 16 Year Old 43% Vol5 x 20cl. Italian import.This lot has a 2 bottle shipping fee.
6178564,Laphroaig 15 Year Old 1980s / F&C Import,725,,2023-10-04,Laphroaig,15 Year Old,N/A,Islay,Official,N/A,43%,75cl,Operational,"Laphroaig 15 Year Old 1980s / F&C ImportLaphroaig is the largest of the three heavyweight Islay distilleries in Kildalton, out-stripping the production capacity of neighbours, Ardbeg and Lagavulin, by over 1 million litres per annum. Despite its traditional appearance, Laphroaig was always a forward-thinking distillery. It was bottled as a single malt as early as the 1920s, an unfashionable option at the time, especially for a peated whisky. They were also shrewd in capitalising on post-Prohibition America to add trademark sweetness to their spirit through the use of imported ex-bourbon casks, and hired Scotland’s first ever female distillery manager, Bessie Williamson, in 1954. Laphroaig is one of only a handful of distilleries in Scotland to still use in-house maltings, providing them with 20% of their annual requirements, and contributing to the distillery’s unique flavour profile.First launched in 1985, this particular bottling was said to be Prince Charles' favourite. It was replaced in the core range by an 18 year old expression in 2009.This bottle was imported to Italy by F&C."
6178565,Macallan 1966 18 Year Old / Giovinetti Import,3001,,2023-10-04,Macallan,18 Year Old,1966,Speyside,Official,Sherry Wood,43%,75cl,Operational,"Macallan 1966 18 Year Old / Giovinetti ImportIt may be hard to imagine today, but for much of the 20th century, Macallan was primarily a constituent malt in blends. It was not until the 1980s downturn in the market that the distillery decided to focus on its single malt brand. Fortuitously, this coincided with the crest of a wave of enthusiasm for the high quality releases that the distillery had licensed to Campbell, Hope & King and Gordon & MacPhail in the 1960s and 1970s. These remain some of the most collectible on the market. While global single malt sales volume is still lead by Speyside neighbours, Glenfiddich and Glenlivet, Macallan is easily the most sought after. So much so in fact, that they had to open a brand new distillery in 2018, a subterranean architectural masterpiece within the Easter Elchies estate, boasting 36 copper pot stills.Macallan vintage releases produced by Campbell, Hope & King tended to be aged around the 15 year old mark, but when Macallan took over the responsibility in 1980, they toyed for a few releases with more advanced age-statements of 17 and 18 years old. The latter was deemed the optimum maturation, and the official 18 year old was launched in 1984. It is now an absolute classic of the whisky world.Distilled in 1966, this was was the first in the series proper. These veryearly releases were packaged in the the classic white boxes, predating thosefeaturing the Sara Middawatercolours of Easter Elchieshouse, synonymous with Macallan of the period.Imported to the Italian market by Giovinetti& Figli."
6178570,Brora 35 Year Old 2013 Release,1890,,2023-10-04,Brora,35 Year Old,N/A,Highland,Official,N/A,49.9%,70cl,Operational,"Brora 35 Year Old 2013 ReleaseBrora distillery (originally known as Clynelish) was built by the Duke of Sutherland in 1819. Prized by blenders, the distillery found itself in the hands of DCL in 1925 when they acquired shareholders, Ainslie & Heilbron and John Walker & Sons. DCL closed the distillery in 1967 after opening a new, larger Clynelish next-door, but re-opened the first site, now renamed as Brora the following year. Bottlings of the whisky it produced between then and its second closure in 1983 are now increasingly sought after. It was never bottled officially as Brora during its years of operation, and the Rare Malts Selection in 1995 were the first distillery bottlings to bear the name. In 2017 it was announced that Diageo planned to re-open this formerly lost gem, and the revived distillery filled its first casks on 19thMay 2021.The Rare Malts Selection releases were there followed by an annual distillery bottling as part of the Diageo special releases each year. The first of these was released in 2002, launching an official Brora single malt brand for the first time, and the last one was bottled in 2017.The 2013 release was limited to 2,944 bottles."
5103832,Glenfiddich 50 Year Old 1st Edition,8100,0.0,2023-10-04,Glenfiddich,50 Year Old,N/A,Speyside,Official,N/A,43%,70cl,Operational,"Glenfiddich 50 Year Old 1st EditionThis famous bottling of Glenfiddich was bottled in 1991 and limited to an incredible 500 bottles. In the early 1990s one of these bottles officially became the most expensive bottle of whisky ever sold at auctionselling for 99,999,999 Lira in an Italian charity auction.Glenfiddich was an early advocate of the single malt Scotch category, and their faith is rewarded today by being one of the best-selling Scotch brands in the world. The distillery was built by William Grant in 1886, distilling its first spirit on Christmas day the following year. Today it is still part of the family-owned, William Grant & Sons. They became the first distillery to actively market their single malt brand in 1963, and were the first to open their facility to visitors. Glenfiddich was an important trailblazer in the whisky industry, who's contribution cannot be forgotten. The scale of their operation today is a testament to this.Thisrelease was restricted to only nine casks laid down in the 1930s, one cask for each of William Grant's nine childrenwho helped build Glenfiddich distillery into the success that it has become today. The casks, four distilled in 1937, and five in 1939, were vatted on 4th April 1990 in single cask #3034 and married for one year before beingbottled on the 26th July 1991.Each bottle was signed by former Chairman Alexander Grant Gordon, who is also the great-grandson of the company's founder.Bottle number 132 includes a certificate, stating that the owner of the bottle is to be appointedas a Freeman of Glenfiddich distillery."
5114848,Bunnahabhain 1975 Signatory Vintage 44 Year Old Cask Strength / Whisky Deluxe Berlin,1063,,2023-10-04,Bunnahabhain,44 Year Old,1975,Islay,Signatory Vintage,Refill Hogshead,45.5%,70cl,Operational,"Bunnahabhain 1975 Signatory Vintage 44 Year Old Cask Strength / Whisky Deluxe BerlinAn austere piece of Victorian architecture on the north-east coast of Islay, Bunnahabhain is a relative outsider on the island, traditionally known for producing an un-peated single malt. The majority of this was used for blending, as was its initial intended purpose. The distillery was shut for 2 years in 1982 following the market downturn of the period, and despite being revived at low production, it was eventually officially bottled as a single malt later that decade, with the self-deprecating tag-line, ""the un-pronounceable malt.""This whisky was distilled on 31st January 1975 and aged in refill hogshead #459 for 44 years. It was bottled in April 2019 and made exclusive to Whisky Deluxe Berlin.Signatory Vintage were established in 1988 by Andrew Symington and are one of Scotland's most prolific independent bottlers. Their offices and bottling facility are located next to Edradour distillery, which they have also owned since 2002.One of 117bottles."
5114850,Bunnahabhain 1975 Signatory Vintage 44 Year Old Cask Strength / Finest Whisky Deluxe,913,,2023-10-04,Bunnahabhain,44 Year Old,1975,Islay,Signatory Vintage,Refill Hogshead,45.5%,70cl,Operational,"Bunnahabhain 1975 Signatory Vintage 44 Year Old Cask Strength / Finest Whisky DeluxeAn austere piece of Victorian architecture on the north-east coast of Islay, Bunnahabhain is a relative outsider on the island, traditionally known for producing an un-peated single malt. The majority of this was used for blending, as was its initial intended purpose. The distillery was shut for 2 years in 1982 following the market downturn of the period, and despite being revived at low production, it was eventually officially bottled as a single malt later that decade, with the self-deprecating tag-line, ""the un-pronounceable malt.""This whisky was distilled on 31st January 1975 and aged in refill hogshead #459 for 44 years. It was bottled in April 2019 and made exclusive to Whisky Deluxe Berlin.Signatory Vintage were established in 1988 by Andrew Symington and are one of Scotland's most prolific independent bottlers. Their offices and bottling facility are located next to Edradour distillery, which they have also owned since 2002.One of 117bottles."
